SN,ISO3,ADMIN1_NAME,ADMIN2_NAME,IU_NAME,LocationName,Latitude,Longitude,LocationType,SurveyYear,Method_1,Method_2,Examined,Positive,Prevalence
1041,CMR,Sud,Océan,Kribi,Dehane,3.49008,10.0857,Village,2013,Clinical,Nodule Palpation,174,12,0.069
1042,CMR,Sud,Océan,Kribi,Dehane,3.488889,10.083333,Village,,Clinical,Nodule Palpation,51,12,0.235
1043,CMR,Nord,Bénoué,Gaschiga,Demsa,9.544444,13.227778,Village,,Clinical,Nodule Palpation,30,12,0.4
1044,CMR,Sud-Ouest,Kupe-Muanenguba,Mamfe,Dian Town,5.25,9.216667,Village,2003,Clinical,Nodule Palpation,30,13,0.433
1045,CMR,Littoral,Sanaga-Maritime,Edea,Dibongo,3.7057,10.0333,Village,2013,Parasitological,Parasitology (Skin Biopsy),166,30,0.181
1046,CMR,Littoral,Sanaga-Maritime,Edea,Dibongo,3.7057,10.0333,Village,2013,Clinical,Nodule Palpation,166,3,0.018
1047,CMR,Nord,Faro,Poli,Didango,8.994722,12.884444,Village,2003,Clinical,Nodule Palpation,50,10,0.2
1048,CMR,Sud-Ouest,Meme,Mbonge,Dienyi,4.631111,9.218333,Village,,Clinical,Nodule Palpation,50,39,0.78
1049,CMR,Est,Haut-Nyong,Abong Mbang,Dilom,3.8,13.766667,Village,2004,Clinical,Nodule Palpation,31,6,0.194
1050,CMR,Est,Haut-Nyong,Doume,Dimako I,4.233333,13.65,Village,2004,Clinical,Nodule Palpation,26,0,0
1051,CMR,Est,Haut-Nyong,Messamena,Dimpam,3.533333,12.783333,Village,2004,Clinical,Nodule Palpation,42,9,0.214
1052,CMR,Nord,Faro,Poli,Dingtire,8.580556,12.761111,Village,,Clinical,Nodule Palpation,30,12,0.4
1053,CMR,Adamaoua,Djérem,Ngaoundal,Dir,6.19,13.32,Village,2003,Clinical,Nodule Palpation,50,5,0.1
1054,CMR,Nord,Mayo-Louti,Mayo Oulo,Diri,9.8375,13.633611,Village,2003,Clinical,Nodule Palpation,41,0,0
1055,CMR,Sud-Ouest,Meme,Kumba,Dissosso,4.731111,9.258333,Village,,Clinical,Nodule Palpation,25,21,0.84
1056,CMR,Nord,Mayo-Louti,Figuil,Djabbe,9.85,14.116667,Village,,Clinical,Nodule Palpation,30,19,0.633
1057,CMR,Nord,Bénoué,Pitoa,Djalingo,9.405556,13.751111,Village,2003,Clinical,Nodule Palpation,33,2,0.061
1058,CMR,Nord,Bénoué,Garoua I,Djalingo,8.966667,13.533333,Village,,Clinical,Nodule Palpation,30,2,0.067
1059,CMR,Adamaoua,Faro-et-Déo,Tignere,Djamtari,7.7,12.25,Village,,Clinical,Nodule Palpation,36,26,0.722
1060,CMR,Nord,Mayo-Rey,Rey Bouba,Djibao,8.683333,14.816667,Village,,Clinical,Nodule Palpation,30,14,0.467
1061,CMR,Nord,Mayo-Rey,Tchollire,Djindang,7.315278,14.578056,Village,2003,Clinical,Nodule Palpation,33,8,0.242
1062,CMR,Extrême-Nord,Mayo-Tsanaga,Koza,Djingliya,10.841944,13.866111,Village,2003,Clinical,Nodule Palpation,51,12,0.235
1063,CMR,Adamaoua,Mbéré,Djohong,Djohong,6.833333,14.7,Village,,Clinical,Nodule Palpation,30,3,0.1
1064,CMR,Est,Haut-Nyong,Abong Mbang,Djolempou,3.566667,13.433333,Village,2004,Clinical,Nodule Palpation,42,0,0
1065,CMR,Adamaoua,Djérem,Tibati,Djombi,6.7,12.616667,Village,,Clinical,Nodule Palpation,33,2,0.061
1066,CMR,Nord-Ouest,Bui,Kumbo West,Djottin,6.283333,10.570833,Village,,Clinical,Nodule Palpation,43,15,0.349
1067,CMR,Centre,Lekié,Elig Mfomo,Djouniat,4.360556,11.285833,Village,,Clinical,Nodule Palpation,40,20,0.5
1068,CMR,Est,Haut-Nyong,Abong Mbang,Djouyaya,3.783333,13.333333,Village,2004,Clinical,Nodule Palpation,50,2,0.04
1069,CMR,Est,Haut-Nyong,Djoum,Djouze,2.886944,12.8925,Village,2005,Clinical,Nodule Palpation,34,22,0.647
1070,CMR,Adamaoua,Djérem,Ngaoundal,Doaouissa,6.32,12.55,Village,2003,Clinical,Nodule Palpation,44,9,0.205
1071,CMR,Nord,Mayo-Rey,Rey Bouba,Dobinga,8.966666,14.449999,Village,,Clinical,Nodule Palpation,30,7,0.233
1072,CMR,Nord,Mayo-Rey,Tchollire,Dogba,8.327778,13.677778,Village,,Clinical,Nodule Palpation,30,11,0.367
1073,CMR,Nord,Mayo-Rey,REY BOUBA,Dokerol,9.067474,14.4499169,Village,2003,Clinical,Nodule Palpation,50,10,0.2
1074,CMR,Nord,Mayo-Rey,Tchollire,Douffing,8.366667,14.15,Village,1993,Clinical,Nodule Palpation,50,30,0.6
1075,CMR,Nord,Mayo-Rey,Tchollire,Douffing,8.366667,14.15,Village,,Parasitological,Parasitology (Skin Biopsy),176,0,0
1076,CMR,Centre,Mbam-et-Kim,Yoko,Dougbe (D,5.53,12.16,Village,2003,Clinical,Nodule Palpation,32,10,0.313
1077,CMR,Sud,Dja-et-Lobo,Djoum,Doum,2.661944,12.849167,Village,2005,Clinical,Nodule Palpation,33,14,0.424
1078,CMR,Centre,Mbam-et-Kim,Yoko,Doume,5.897222,12.283333,Village,,Clinical,Nodule Palpation,50,8,0.16
1079,CMR,Est,Haut-Nyong,Abong Mbang,Doumzo I,3.133333,13.733333,Village,2004,Clinical,Nodule Palpation,30,0,0
1080,CMR,Adamaoua,Mbéré,Meiganga,Dozomo,6.23,14.08,Village,2003,Clinical,Nodule Palpation,30,7,0.233
1081,CMR,Centre,Nyong-et-So'o,Mfou,Dzeng Vil,3.733333,11.9,Village,,Clinical,Nodule Palpation,13,0,0
1082,CMR,Adamaoua,Vina,Ngaoundere Rural,Dzerba,6.98,14.14,Village,2003,Clinical,Nodule Palpation,31,1,0.032
1083,CMR,Adamaoua,Mbéré,Meiganga,Dzerjem,6.32,13.37,Village,2003,Clinical,Nodule Palpation,49,18,0.367
1084,CMR,Adamaoua,Mbéré,Meiganga,Dzibiri,6.44,14.28,Village,2003,Clinical,Nodule Palpation,31,8,0.258
1085,CMR,Est,Haut-Nyong,Messamena,Ebade,3.716667,12.683333,Village,2004,Clinical,Nodule Palpation,50,3,0.06
1086,CMR,Sud-Ouest,Manyu,Mamfe,Ebeagwa,5.5725,9.727222,Village,,Clinical,Nodule Palpation,54,37,0.685
1087,CMR,Sud,Mvila,Ebolowa,Ebemewoma,3.09,11.19,Village,2003,Clinical,Nodule Palpation,30,0,0
1088,CMR,Sud,Océan,Ebolowa,Ebemvok,2.816667,10.683333,Village,,Clinical,Nodule Palpation,29,0,0
1089,CMR,Sud-Ouest,Ndian,Ekondo Titi,Ebinsi-Ba,4.69,9.156944,Village,,Clinical,Nodule Palpation,69,16,0.232
1090,CMR,Centre,Nyong-et-Foumou,Akonolinga,Eboa,3.751361,12.23425,Village,2013,Parasitological,Parasitology (Skin Biopsy),143,1,0.007
1091,CMR,Centre,Nyong-et-Foumou,Akonolinga,Eboa,3.751361,12.23425,Village,2013,Clinical,Nodule Palpation,1,0,0
1092,CMR,Centre,Nyong-et-So'o,Mbalmayo,Ebogo,3.388889,11.472222,Village,,Clinical,Nodule Palpation,41,1,0.024
1093,CMR,Sud,Vallée-du-Ntem,Ambam,Ebolmbama,2.644444,10.822222,Village,,Clinical,Nodule Palpation,21,0,0
1094,CMR,Est,Haut-Nyong,Abong Mbang,Echiambor,3.365278,13.84,Village,2004,Clinical,Nodule Palpation,30,3,0.1
1095,CMR,Sud,Dja-et-Lobo,Zoetele,Efot,3.333889,11.918611,Village,2005,Clinical,Nodule Palpation,30,3,0.1
1096,CMR,Sud,Dja-et-Lobo,Meyomessala,Efoulan,3.347778,12.114444,Village,2005,Clinical,Nodule Palpation,30,9,0.3
1097,CMR,Sud-Ouest,Manyu,Mamfe,Egbekaw,5.76244,9.3068,Village,,Parasitological,Parasitology (Skin Biopsy),275,28,0.102
1098,CMR,Centre,Mbam-et-Kim,Bafia,Egona II,4.829444,11.324444,Village,,Clinical,Nodule Palpation,67,34,0.507
1099,CMR,Centre,Haute-Sanaga,Mbandjock,Ekan,4.4,12.238889,Village,,Clinical,Nodule Palpation,13,4,0.308
1100,CMR,Sud,Vallée-du-Ntem,Olamze,Ekeke,2.325,10.916667,Village,,Clinical,Nodule Palpation,33,2,0.061
1101,CMR,Centre,Haute-Sanaga,MBANDJOCK,Ekok,4.6484685,12.0225493,Village,,Clinical,Nodule Palpation,52,3,0.058
1102,CMR,Littoral,Moungo,Melong,Ekom,5.062222,10.018333,Village,,Clinical,Nodule Palpation,30,26,0.867
1103,CMR,Sud-Ouest,Meme,Mbonge,Ekombe-Ek,4.608889,9.356944,Village,,Clinical,Nodule Palpation,54,42,0.778
1104,CMR,Sud-Ouest,Ndian,Mbonge,Ekombe-Ly,4.5,9.106111,Village,,Clinical,Nodule Palpation,56,35,0.625
1105,CMR,Sud-Ouest,Meme,Mbonge,Ekombe Bonji,4.60737,9.35914,Village,,Parasitological,Parasitology (Skin Biopsy),173,9,0.052
1106,CMR,Centre,Mbam-et-Inoubou,Ndikinimeki,Ekondje,4.641667,10.925,Village,,Clinical,Nodule Palpation,25,9,0.36
1107,CMR,Sud-Ouest,Fako,Limbe,Ekonje,4.060833,9.162778,Village,,Clinical,Nodule Palpation,50,37,0.74
1108,CMR,Centre,Nyong-et-So'o,Mbalmayo,Ekoudendi,3.422222,11.288889,Village,,Clinical,Nodule Palpation,40,10,0.25
1109,CMR,Sud,Mvila,Ebolowa,Ekouk,2.92,11.33,Village,2003,Clinical,Nodule Palpation,25,0,0
1110,CMR,Sud,Mvila,Ebolowa,Ekoumdoum,2.74509,11.07174,Village,2013,Parasitological,Parasitology (Skin Biopsy),209,3,0.014
1111,CMR,Sud,Mvila,Ebolowa,Ekoumdoum,2.74509,11.07174,Village,2013,Clinical,Nodule Palpation,209,5,0.024
1112,CMR,Centre,Lekié,Mbankomo,Ekoumtick,3.858278,11.215222,Village,2013,Parasitological,Parasitology (Skin Biopsy),138,7,0.051
1113,CMR,Centre,Lekié,Mbankomo,Ekoumtick,3.858278,11.215222,Village,2013,Clinical,Nodule Palpation,33,0,0
1114,CMR,Sud,Mvila,Mvangan,Ekowong,2.513889,11.902778,Village,,Clinical,Nodule Palpation,25,0,0
1115,CMR,Est,Haut-Nyong,Nguelemendouka,Ekpassong,4.216667,12.866667,Village,2004,Clinical,Nodule Palpation,30,2,0.067
1116,CMR,Sud-Ouest,Ndian,Ekondo Titi,Ekwe,4.686111,9.158333,Village,,Clinical,Nodule Palpation,50,30,0.6
1117,CMR,Sud,Dja-et-Lobo,Sangmelima,Elom,2.71,12.17,Village,2003,Clinical,Nodule Palpation,30,2,0.067
1118,CMR,Sud,Dja-et-Lobo,Sangmelima,Elomyemfe,2.709722,12.181944,Village,2005,Clinical,Nodule Palpation,49,14,0.286
1119,CMR,Sud,Océan,Ebolowa,Elon,3.24618,10.89363,Village,2013,Parasitological,Parasitology (Skin Biopsy),155,3,0.019
1120,CMR,Sud,Océan,Ebolowa,Elon,3.24618,10.89363,Village,2013,Clinical,Nodule Palpation,171,1,0.006
1121,CMR,Centre,Haute-Sanaga,Nanga Eboko,Elot,4.577778,12.738889,Village,,Clinical,Nodule Palpation,23,1,0.043
1122,CMR,Sud,Dja-et-Lobo,Zoetele,Eminevom,3.179167,11.958056,Village,2005,Clinical,Nodule Palpation,55,22,0.4
1123,CMR,Centre,Haute-Sanaga,Nanga Eboko,Emtse,4.827778,12.283333,Village,,Clinical,Nodule Palpation,33,12,0.364
1124,CMR,Centre,Nyong-et-Foumou,Akonolinga,Enamgal,3.465,12.056111,Village,2005,Clinical,Nodule Palpation,44,11,0.25
1125,CMR,Sud,Mvila,Ebolowa,Engong,2.85,10.99,Village,2003,Clinical,Nodule Palpation,35,2,0.057
1126,CMR,Centre,Nyong-et-Foumou,Akonolinga,Enyeng,3.493889,11.890278,Village,2005,Clinical,Nodule Palpation,33,0,0
1127,CMR,Est,Haut-Nyong,Abong Mbang,Eschiambor,3.147583,13.773111,Village,2013,Parasitological,Parasitology (Skin Biopsy),137,7,0.051
1128,CMR,Est,Haut-Nyong,Abong Mbang,Eschiambor,3.147583,13.773111,Village,2013,Clinical,Nodule Palpation,137,10,0.073
1129,CMR,Sud-Ouest,Manyu,Akwaya,Eshobi,5.779444,9.358333,Village,,Clinical,Nodule Palpation,40,23,0.575
1130,CMR,Sud,Dja-et-Lobo,Sangmelima,Essamesse,3.020556,12.245556,Village,2005,Clinical,Nodule Palpation,50,10,0.2
1131,CMR,Est,Lom-et-Djérem,Bertoua,Esselegue,4.802778,13.269444,Village,,Clinical,Nodule Palpation,41,10,0.244
1132,CMR,Sud-Ouest,Kupe-Muanenguba,Kumba,Etam I,4.72002,9.54519,Village,2012,Parasitological,Parasitology (Skin Biopsy),335,59,0.176
1133,CMR,Est,Haut-Nyong,Lomie,Etekessan,2.683333,14.008333,Village,,Clinical,Nodule Palpation,20,8,0.4
1134,CMR,Sud-Ouest,Manyu,Mamfe,Etinkem,5.416667,9.383333,Village,,Clinical,Nodule Palpation,30,20,0.667
1135,CMR,Sud-Ouest,Manyu,Mamfe,Etoko,5.71533,9.55436,Village,,Parasitological,Parasitology (Skin Biopsy),216,89,0.412
1136,CMR,Sud,Dja-et-Lobo,Zoetele,Etoto,3.26,11.89,Village,2003,Clinical,Nodule Palpation,31,1,0.032
1137,CMR,Sud,Dja-et-Lobo,Sangmelima,Evelessi,3.003889,11.860278,Village,2005,Clinical,Nodule Palpation,52,16,0.308
1138,CMR,Sud,Dja-et-Lobo,Meyomessala,Ewolombam,3.34,12.25,Village,2003,Clinical,Nodule Palpation,27,8,0.296
1139,CMR,Sud-Ouest,Kupe-Muanenguba,Nguti,Eyandong,5.110556,9.712222,Village,,Clinical,Nodule Palpation,18,15,0.833
1140,CMR,Sud-Ouest,Manyu,Mamfe,Eyang-Ate,5.439722,9.486667,Village,,Clinical,Nodule Palpation,57,38,0.667
1141,CMR,Sud,Dja-et-Lobo,Sangmelima,Eyee,2.78,11.86,Village,2003,Clinical,Nodule Palpation,30,0,0
1142,CMR,Centre,Lekié,Saa,Eyene,4.433889,11.39,Village,,Clinical,Nodule Palpation,40,29,0.725
1143,CMR,Adamaoua,Vina,Ngaoundere Urbain,Feirde Wa,7.31,13.53,Village,2003,Clinical,Nodule Palpation,41,20,0.488
1144,CMR,Sud,Dja-et-Lobo,Zoetele,Fibot,3.41,11.89,Village,2003,Clinical,Nodule Palpation,30,0,0
1145,CMR,Centre,Nyong-et-Foumou,Akonolinga,Fibot,3.589444,12.072222,Village,2005,Clinical,Nodule Palpation,34,3,0.088
1146,CMR,Extrême-Nord,Mayo-Tsanaga,Mokolo,Fogom(Mbo,10.767222,14.019167,Village,2003,Clinical,Nodule Palpation,50,6,0.12
1147,CMR,Ouest,Menoua,Dschang,Fokoue,5.366667,10.123611,Village,,Clinical,Nodule Palpation,30,11,0.367
1148,CMR,Ouest,Menoua,Penka Michel,Folap,5.520278,10.331389,Village,2011,Parasitological,Parasitology (Skin Biopsy),372,0,0
1149,CMR,Ouest,Noun,Foumban,Folap,5.816667,10.9,Village,,Clinical,Nodule Palpation,30,19,0.633
1150,CMR,Ouest,Haut-Nkam,Bafang,Fondjanti,5.11833,10.15,Village,2011,Parasitological,Parasitology (Skin Biopsy),154,9,0.058
1151,CMR,Nord-Ouest,Boyo,Nkambe,Fonfuka,6.534722,10.488889,Village,,Clinical,Nodule Palpation,50,20,0.4
1152,CMR,Ouest,Ndé,Bangangte,Foptshui,5.016667,10.461111,Village,,Parasitological,Parasitology (Skin Biopsy),117,9,0.077
1153,CMR,Ouest,Noun,Foumbot,Fossang,5.275833,10.629444,Village,,Parasitological,Parasitology (Skin Biopsy),175,23,0.131
1154,CMR,Sud-Ouest,Lebialem,Wabane,Fossung,5.592222,9.958333,Village,,Clinical,Nodule Palpation,51,35,0.686
1155,CMR,Sud-Ouest,Lebialem,Wabane,Foto,5.592222,9.958333,Village,,Clinical,Nodule Palpation,51,7,0.137
1156,CMR,Adamaoua,Vina,Ngaoundere Urbain,Galdi War,7.1,13.85,Village,,Clinical,Nodule Palpation,30,10,0.333
1157,CMR,Extrême-Nord,Mayo-Tsanaga,Roua,Galta,10.630833,13.905278,Village,2003,Clinical,Nodule Palpation,31,1,0.032
1158,CMR,Nord,Mayo-Rey,Tchollire,Gandi,8.383333,14.216667,Village,1993,Clinical,Nodule Palpation,50,35,0.7
1159,CMR,Nord,Mayo-Rey,Tchollire,Gandi,8.383333,14.216667,Village,,Parasitological,Parasitology (Skin Biopsy),134,44,0.328
1160,CMR,Adamaoua,Mbéré,Djohong,Gandinang,6.71942,14.44765,Village,,Parasitological,Parasitology (Skin Biopsy),276,0,0
1161,CMR,Extrême-Nord,Mayo-Sava,Kolofata,Gangoa,11.061667,13.992778,Village,2003,Clinical,Nodule Palpation,50,5,0.1
1162,CMR,Nord,Mayo-Rey,Rey Bouba,Gangoy,8.816667,14.194444,Village,,Clinical,Nodule Palpation,14,2,0.143
1163,CMR,Est,Lom-et-Djérem,Betare Oya,Garoua Ya,5.133333,14,Village,2004,Clinical,Nodule Palpation,20,0,0
1164,CMR,Nord,Bénoué,Pitoa,Gaschiga,9.6,13.626389,Village,2003,Clinical,Nodule Palpation,34,2,0.059
1165,CMR,Nord,Bénoué,Gaschiga,Gobriyam,9.78,13.33,Village,2003,Clinical,Nodule Palpation,50,1,0.02
1166,CMR,Nord,Faro,Poli,Gode,8.544444,13.027778,Village,,Clinical,Nodule Palpation,30,6,0.2
1167,CMR,Nord,Mayo-Rey,Rey Bouba,Godi,8.794444,14.2,Village,,Clinical,Nodule Palpation,40,8,0.2
1168,CMR,Nord,Bénoué,Garoua Ii,Golombe,9.442222,12.981111,Village,2003,Clinical,Nodule Palpation,28,0,0
1169,CMR,Nord,Mayo-Louti,Guider,Golombe,9.805556,13.918333,Village,2003,Clinical,Nodule Palpation,31,4,0.129
1170,CMR,Nord,Mayo-Rey,Rey Bouba,Gor,8.65,14.994444,Village,,Clinical,Nodule Palpation,30,7,0.233
1171,CMR,Extrême-Nord,Mayo-Tsanaga,Mokolo,Goray,10.71,13.776944,Village,2003,Clinical,Nodule Palpation,45,11,0.244
1172,CMR,Nord,Mayo-Louti,Guider,Gorom,10.05,13.83,Village,2003,Clinical,Nodule Palpation,37,1,0.027
1173,CMR,Nord,Bénoué,Bibemi,Gounougou,9.214167,13.867778,Village,2003,Clinical,Nodule Palpation,38,6,0.158
1174,CMR,Nord,Bénoué,Bibemi,Gounougou,9.066667,13.7,Village,,Clinical,Nodule Palpation,30,3,0.1
1175,CMR,Extrême-Nord,Mayo-Tsanaga,Koza,Gouzda,10.825833,13.84,Village,2003,Clinical,Nodule Palpation,45,10,0.222
1176,CMR,Est,Lom-et-Djérem,Bertoua,Goyoum,5.206944,13.380556,Village,2004,Clinical,Nodule Palpation,36,18,0.5
1177,CMR,Littoral,Moungo,Mbanga,Grand Sou,4.4775,9.7375,Village,2006,Clinical,Nodule Palpation,41,1,0.024
1178,CMR,Centre,Mbam-et-Inoubou,Bafia,Gueboba,4.583333,11.216667,Village,,Parasitological,Parasitology (Skin Biopsy),176,55,0.313
1179,CMR,Nord,Faro,Poli,Guede,8.691667,12.808333,Village,,Clinical,Nodule Palpation,30,13,0.433
1180,CMR,Nord,Bénoué,Gaschiga,Guerete,9.513333,13.203056,Village,2003,Clinical,Nodule Palpation,47,1,0.021
1181,CMR,Centre,Mbam-et-Inoubou,Bafia,Guessele,4.516666,11.266666,Village,,Parasitological,Parasitology (Skin Biopsy),166,46,0.277
1182,CMR,Centre,Mbam-et-Inoubou,Bafia,Guientsin,4.635556,11.260833,Village,,Clinical,Nodule Palpation,91,41,0.451
1183,CMR,Nord,Mayo-Rey,Tchollire,Guirviri,7.4775,14.515833,Village,2003,Clinical,Nodule Palpation,34,0,0
1184,CMR,Nord,Mayo-Rey,Tchollire,Hankao,7.183333,14.661111,Village,,Clinical,Nodule Palpation,45,31,0.689
1185,CMR,Nord,Mayo-Louti,Guider,Heri,9.9125,13.946111,Village,2003,Clinical,Nodule Palpation,34,2,0.059
1186,CMR,Sud,Océan,Kribi,Hevecam/N,2.541667,10.05,Village,,Clinical,Nodule Palpation,31,5,0.161
1187,CMR,Extrême-Nord,Mayo-Sava,Mora,Homaka,11.332778,14.359722,Village,2003,Clinical,Nodule Palpation,33,1,0.03
1188,CMR,Nord,Mayo-Rey,Tchollire,Home,8.083333,14.35,Village,1993,Clinical,Nodule Palpation,50,11,0.22
1189,CMR,Nord,Mayo-Rey,Tchollire,Home,8.083333,14.35,Village,,Parasitological,Parasitology (Skin Biopsy),98,2,0.02
1190,CMR,Nord,Mayo-Louti,Mayo Oulo,Hossere G,10.019166,13.602498,Village,2003,Clinical,Nodule Palpation,50,1,0.02
1191,CMR,Adamaoua,Vina,Ngaoundere Urbain,Idool,7.188889,14.108333,Village,,Clinical,Nodule Palpation,30,0,0
1192,CMR,Sud-Ouest,Fako,Buea,Ikata,4.333333,9.360556,Village,,Clinical,Nodule Palpation,50,30,0.6
1193,CMR,Sud-Ouest,Meme,Kumba,Ikilliwindi,4.72449,9.48431,Village,2012,Parasitological,Parasitology (Skin Biopsy),298,26,0.087
1194,CMR,Sud-Ouest,Kupe-Muanenguba,Nguti,Ikondo Ko,5.25,9.466667,Village,2003,Clinical,Nodule Palpation,29,11,0.379
1195,CMR,Sud-Ouest,Ndian,Mundemba,Illore,4.80334,8.90555,Village,2012,Parasitological,Parasitology (Skin Biopsy),191,0,0
1196,CMR,Est,Haut-Nyong,Doume,Kabili,4.320833,13.225,Village,,Clinical,Nodule Palpation,44,0,0
1197,CMR,Est,Haut-Nyong,Messamena,Kagnol,3.333333,12.926944,Village,2004,Clinical,Nodule Palpation,16,4,0.25
1198,CMR,Nord-Ouest,Donga-Mantung,Ndu,Kakar,6.388889,10.797222,Village,,Clinical,Nodule Palpation,31,4,0.129
1199,CMR,Adamaoua,Mbéré,Meiganga,Kalaldi,6.3,14.05,Village,2003,Clinical,Nodule Palpation,31,2,0.065
1200,CMR,Est,Kadey,Batouri,Kamba Mieri,4.242889,13.970972,Village,2013,Parasitological,Parasitology (Skin Biopsy),197,0,0
1201,CMR,Est,Kadey,Batouri,Kamba Mieri,4.242889,13.970972,Village,2013,Clinical,Nodule Palpation,197,6,0.03
1202,CMR,Est,Kadey,Batouri,Kamba Mieri,4.242889,13.970972,Village,,Clinical,Nodule Palpation,13,2,0.154
1203,CMR,Est,Lom-et-Djérem,Bertoua,Kano,4.983333,13.55,Village,2004,Clinical,Nodule Palpation,22,3,0.136
1204,CMR,Adamaoua,Mbéré,Meiganga,Kap(Nande,6.28,14.15,Village,2003,Clinical,Nodule Palpation,31,12,0.387
1205,CMR,Nord,Bénoué,Garoua I,Karewa,9.188889,13.561111,Village,,Clinical,Nodule Palpation,16,3,0.188
1206,CMR,Nord,Faro,Poli,Karine,8.95,12.861111,Village,,Clinical,Nodule Palpation,30,7,0.233
1207,CMR,Est,Haut-Nyong,Abong Mbang,Kassarafa,3.4,13.566667,Village,2004,Clinical,Nodule Palpation,30,3,0.1
1208,CMR,Nord,Bénoué,Gaschiga,Katako,9.748333,13.606944,Village,2003,Clinical,Nodule Palpation,46,2,0.043
1209,CMR,Extrême-Nord,Mayo-Tsanaga,Roua,Katamsa,10.58685,14.00504,Village,2003,Clinical,Nodule Palpation,35,0,0
1210,CMR,Nord-Ouest,Mezam,Bafut,Kedjom-Ke,6.120833,10.2625,Village,,Clinical,Nodule Palpation,33,7,0.212
1211,CMR,Sud,Dja-et-Lobo,Meyomessala,Keka,3.105833,12.380278,Village,2005,Clinical,Nodule Palpation,50,10,0.2
1212,CMR,Littoral,Moungo,Melong,Kekem,5.154167,10.001389,Village,,Clinical,Nodule Palpation,36,21,0.583
1213,CMR,Centre,Nyong-et-Kéllé,Eseka,Kelle Ndo,3.730556,10.3875,Village,,Clinical,Nodule Palpation,15,3,0.2
1214,CMR,Sud-Ouest,Manyu,Batibo,Kendem,5.74428,9.71869,Village,,Parasitological,Parasitology (Skin Biopsy),217,47,0.217
1215,CMR,Sud-Ouest,Manyu,Mamfe,Kendem-Mb,5.7275,9.6925,Village,,Clinical,Nodule Palpation,50,30,0.6
1216,CMR,Centre,Mbam-et-Inoubou,Bafia,Kiboum II,4.85,10.983333,Village,2011,Parasitological,Parasitology (Skin Biopsy),119,65,0.546
1217,CMR,Littoral,Sanaga-Maritime,Monatele,Kikot,4.17612,11.02239,Village,2011,Parasitological,Parasitology (Skin Biopsy),124,86,0.694
1218,CMR,Centre,Mbam-et-Inoubou,Ndikinimeki,Kinding D,4.910833,10.725,Village,,Clinical,Nodule Palpation,42,26,0.619
1219,CMR,Littoral,Sanaga-Maritime,Edea,Km 11,3.82547,9.95846,Village,2013,Parasitological,Parasitology (Skin Biopsy),174,5,0.029
1220,CMR,Littoral,Sanaga-Maritime,Edea,Km 11,3.82547,9.95846,Village,2013,Clinical,Nodule Palpation,169,0,0
1221,CMR,Centre,Nyong-et-Foumou,Nguelemendouka,Kobdombo,4.029306,12.730611,Village,2013,Parasitological,Parasitology (Skin Biopsy),300,1,0.003
1222,CMR,Centre,Nyong-et-Foumou,Nguelemendouka,Kobdombo,4.029306,12.730611,Village,2013,Clinical,Nodule Palpation,300,1,0.003
1223,CMR,Adamaoua,Faro-et-Déo,Tignere,Kodjoli,7.4,12.866667,Village,,Clinical,Nodule Palpation,14,9,0.643
1224,CMR,Nord,Mayo-Rey,Rey Bouba,Koinderi,8.98333,14.46667,Village,2003,Clinical,Nodule Palpation,31,11,0.355
1225,CMR,Nord,Bénoué,Ngong,Kolere,8.96667,13.116669,Village,2003,Clinical,Nodule Palpation,34,0,0
1226,CMR,Nord,Faro,Poli,Kolou-Mal,8.538889,12.627778,Village,,Clinical,Nodule Palpation,30,27,0.9
1227,CMR,Est,Haut-Nyong,Abong Mbang,Komba I,3.866667,13.016667,Village,2004,Clinical,Nodule Palpation,35,3,0.086
1228,CMR,Sud,Dja-et-Lobo,Sangmelima,Kombe,3.075556,12.176111,Village,2005,Clinical,Nodule Palpation,30,8,0.267
1229,CMR,Littoral,Moungo,Mbanga,Kombe,4.410556,9.565556,Village,,Clinical,Nodule Palpation,33,7,0.212
1230,CMR,Nord,Mayo-Rey,Touboro,Kombo,7.6828,14.6581,Village,1993,Clinical,Nodule Palpation,50,19,0.38
1231,CMR,Nord,Mayo-Rey,Touboro,Kombo,7.6828,14.6581,Village,,Parasitological,Parasitology (Skin Biopsy),76,3,0.039
1232,CMR,Sud-Ouest,Meme,Mbonge,Kombone Village,4.58283,9.307,Village,,Parasitological,Parasitology (Skin Biopsy),110,50,0.455
1233,CMR,Nord,Faro,Poli,Komboro,8.716667,12.816667,Village,,Clinical,Nodule Palpation,30,8,0.267
1234,CMR,Ouest,Bamboutos,Mbouda,Kombou,5.733333,10.183333,Village,,Clinical,Nodule Palpation,30,14,0.467
1235,CMR,Centre,Nyong-et-Foumou,Akonolinga,Komebong,3.660556,12.164444,Village,2005,Clinical,Nodule Palpation,34,7,0.206
1236,CMR,Est,Haut-Nyong,Batouri,Konake,4.066667,13.483333,Village,2004,Clinical,Nodule Palpation,50,1,0.02
1237,CMR,Centre,Mbam-et-Kim,Ntui,Kong,5.633333,11.45,Village,,Clinical,Nodule Palpation,31,14,0.452
1238,CMR,Est,Kadey,Batouri,Konga,4.35,14.133333,Village,2004,Clinical,Nodule Palpation,21,0,0
1239,CMR,Est,Haut-Nyong,Abong Mbang,Kongo,3.365278,14.006667,Village,2004,Clinical,Nodule Palpation,30,4,0.133
